time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-12-25T19:05:43.910Z,35.8413333,-117.6671667,3.6,1.41,ml,20,81,0.0621,0.17,ci,ci39013255,2019-12-25T19:09:26.684Z,"24km ESE of Little Lake, CA",earthquake,0.23,0.65,0.21,21,automatic,ci,ci
2019-12-25T18:57:39.438Z,38.9814,-118.1082,5.9,1.9,ml,8,51.89,0.329,0.0882,nn,nn00713972,2019-12-27T01:15:04.257Z,"20km NW of Gabbs, Nevada",earthquake,,1.7,0.11,3,reviewed,nn,nn
2019-12-25T18:56:46.890Z,33.395,-116.428,11.5,1.02,ml,38,60,0.1043,0.2,ci,ci39013247,2019-12-25T19:00:25.969Z,"16km NNW of Borrego Springs, CA",earthquake,0.28,0.72,0.155,29,automatic,ci,ci
2019-12-25T18:56:25.120Z,33.3948333,-116.4308333,12.56,0.89,ml,29,81,0.1065,0.22,ci,ci39013239,2019-12-25T19:00:10.966Z,"16km NNW of Borrego Springs, CA",earthquake,0.45,0.84,0.102,20,automatic,ci,ci
2019-12-25T18:46:00.180Z,35.8846667,-117.688,2.65,1.27,ml,21,78,0.0701,0.14,ci,ci39013231,2019-12-25T18:56:54.780Z,"20km ESE of Little Lake, CA",earthquake,0.19,0.28,0.139,17,automatic,ci,ci
2019-12-25T18:39:07.980Z,38.7751656,-122.7358322,1.88,1.56,md,25,65,0.00809,0.06,nc,nc73319581,2019-12-25T21:16:02.814Z,"2km E of The Geysers, CA",earthquake,0.28,0.44,0.2,9,automatic,nc,nc
2019-12-25T18:34:07.562Z,-22.1748,172.4866,10,4.9,mww,,125,4.197,1.06,us,us70006r11,2019-12-25T19:05:58.040Z,"51km ENE of Ile Hunter, New Caledonia",earthquake,13.7,1.9,0.078,16,reviewed,us,us
2019-12-25T18:19:07.040Z,63.601,-150.5587,8.5,1.8,ml,,,,0.87,ak,ak019gi0rhba,2019-12-25T18:22:36.051Z,"83km WSW of Healy, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-12-25T18:13:56.948Z,-54.2504,140.5544,10,4.7,mb,,93,12.194,1.08,us,us70006r0q,2019-12-25T18:37:07.040Z,"West of Macquarie Island",earthquake,12.4,1.9,0.089,45,reviewed,us,us
2019-12-25T18:10:58.240Z,35.8421667,-117.9565,2.71,1.64,ml,25,63,0.0409,0.14,ci,ci39013223,2019-12-25T18:14:38.173Z,"11km SSW of Little Lake, CA",earthquake,0.23,0.37,0.21,23,automatic,ci,ci
2019-12-25T18:05:29.094Z,-22.2501,173.3423,10,4.9,mb,,121,4.992,0.96,us,us70006r0p,2019-12-25T18:25:48.040Z,"134km E of Ile Hunter, New Caledonia",earthquake,12.7,1.9,0.085,43,reviewed,us,us
2019-12-25T18:00:55.500Z,33.3275,-116.4101667,5.02,1.21,ml,41,72,0.05943,0.22,ci,ci39013215,2019-12-26T17:37:14.760Z,"9km NNW of Borrego Springs, CA",earthquake,0.27,0.69,0.145,28,reviewed,ci,ci
2019-12-25T17:47:46.380Z,35.6455,-117.4688333,4.9,1.42,ml,15,79,0.04973,0.17,ci,ci39013207,2019-12-26T21:34:51.760Z,"15km SSW of Searles Valley, CA",earthquake,0.35,0.69,0.122,17,reviewed,ci,ci
2019-12-25T17:47:12.258Z,62.2719,-149.2144,15.7,1.7,ml,,,,0.47,ak,ak019gi0c261,2019-12-25T17:51:49.994Z,"35km ENE of Y, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-12-25T17:46:57.190Z,35.6443333,-117.472,4.72,1.73,ml,23,125,0.04769,0.15,ci,ci39013199,2019-12-25T17:57:35.030Z,"15km SSW of Searles Valley, CA",earthquake,0.28,0.45,0.169,18,automatic,ci,ci
2019-12-25T17:46:15.490Z,35.6423333,-117.4726667,5.29,2.18,ml,28,78,0.04563,0.16,ci,ci39013191,2019-12-25T17:57:30.650Z,"15km SSW of Searles Valley, CA",earthquake,0.25,0.43,0.167,25,automatic,ci,ci
2019-12-25T17:41:20.550Z,46.7343333333333,-121.918666666667,-0.11,0.83,ml,18,123,,0.12,uw,uw61565142,2019-12-25T21:32:31.970Z,"23km NW of Packwood, Washington",earthquake,0.35,31.61,0.0628485261128683,7,reviewed,uw,uw
2019-12-25T17:30:07.430Z,35.878334,-119.8056641,14.31,2.57,md,12,133,0.2483,0.11,nc,nc73319556,2019-12-25T20:18:02.874Z,"20km SE of Kettleman City, CA",earthquake,0.9,1.5,0.43,3,automatic,nc,nc
2019-12-25T17:29:59.400Z,19.3355007,-155.1516724,2.32,1.71,md,35,176,0.04678,0.15,hv,hv71292591,2019-12-25T17:33:25.690Z,"13km SE of Volcano, Hawaii",earthquake,0.34,0.67,0.22,17,automatic,hv,hv
2019-12-25T17:16:05.690Z,35.945,-117.7173333,3.05,0.47,ml,10,112,0.05441,0.07,ci,ci39013183,2019-12-25T17:35:57.260Z,"17km E of Little Lake, CA",earthquake,0.23,1.17,0.113,3,reviewed,ci,ci
2019-12-25T17:14:44.090Z,39.1595001,-123.6009979,5.23,1.79,md,8,155,0.04899,0.05,nc,nc73319541,2019-12-25T20:03:04.784Z,"15km ESE of Navarro Head, CA",earthquake,0.62,0.94,0.1,7,automatic,nc,nc
2019-12-25T17:09:57.380Z,36.0428333,-117.4976667,0.06,1.83,ml,25,92,0.1362,0.16,ci,ci39013175,2019-12-26T21:34:30.632Z,"32km NNW of Searles Valley, CA",earthquake,0.24,0.53,0.116,25,reviewed,ci,ci
2019-12-25T17:07:14.540Z,37.6191673,-118.8406677,1.48,0.67,md,8,144,0.0116,0.01,nc,nc73319531,2019-12-25T17:53:02.769Z,"12km E of Mammoth Lakes, CA",earthquake,0.6,1.23,0.22,8,automatic,nc,nc
2019-12-25T17:01:48.210Z,35.7028333,-117.559,7.62,0.6,ml,15,124,0.08104,0.14,ci,ci39013167,2019-12-25T17:05:31.744Z,"14km NE of Ridgecrest, CA",earthquake,0.43,0.99,0.203,6,automatic,ci,ci
2019-12-25T17:00:42.069Z,56.4019,-148.4714,12.3,3.6,ml,,,,0.8,ak,ak019gi021yz,2019-12-25T21:49:59.908Z,"284km ESE of Kodiak, Alaska",earthquake,,1675.9,,,reviewed,ak,ak
2019-12-25T16:56:17.126Z,4.3226,126.974,10,5.2,mb,,100,3.061,0.63,us,us70006qzx,2019-12-25T17:15:53.040Z,"205km SE of Sarangani, Philippines",earthquake,5.7,1.8,0.07,68,reviewed,us,us
2019-12-25T16:55:09.170Z,38.7961655,-122.7825012,17.77,0.67,md,8,136,0.01546,0.08,nc,nc73319526,2019-12-25T17:43:02.710Z,"3km NW of The Geysers, CA",earthquake,2.13,0.77,,1,automatic,nc,nc
2019-12-25T16:52:23.450Z,33.7026667,-117.0348333,12,1.08,ml,39,36,0.02829,0.22,ci,ci39013151,2019-12-25T16:56:11.685Z,"5km E of Winchester, CA",earthquake,0.36,0.52,0.181,29,automatic,ci,ci
2019-12-25T16:48:10.370Z,38.8246651,-122.7988358,2.15,0.96,md,21,58,0.00887,0.02,nc,nc73319511,2019-12-25T17:08:03.437Z,"6km NW of The Geysers, CA",earthquake,0.22,0.42,0.3,5,automatic,nc,nc
2019-12-25T16:37:36.200Z,38.8241653,-122.7985001,2.35,1.16,md,20,50,0.009073,0.01,nc,nc73319506,2019-12-25T18:43:03.356Z,"6km NW of The Geysers, CA",earthquake,0.21,0.43,0.21,4,automatic,nc,nc
2019-12-25T16:28:20.110Z,38.7956657,-122.7779999,3.23,1.3,md,28,75,0.008139,0.03,nc,nc73319501,2019-12-25T18:16:03.199Z,"3km NW of The Geysers, CA",earthquake,0.24,0.46,0.13,7,automatic,nc,nc
2019-12-25T16:14:31.763Z,61.1288,-152.3167,5,0.4,ml,,,,0.26,ak,ak019ghzjfsy,2019-12-25T21:43:18.001Z,"74km NW of Nikiski, Alaska",earthquake,,0,,,reviewed,ak,ak
2019-12-25T16:06:21.470Z,33.5898333,-116.8095,4.57,0.3,ml,23,64,0.03809,0.22,ci,ci39013135,2019-12-25T16:10:04.779Z,"13km WNW of Anza, CA",earthquake,0.43,0.7,0.123,6,automatic,ci,ci
2019-12-25T15:47:35.530Z,38.8081665,-122.7956696,2.66,1.37,md,29,39,0.0003483,0.03,nc,nc73319491,2019-12-25T17:49:02.745Z,"5km NW of The Geysers, CA",earthquake,0.22,0.37,0.12,7,automatic,nc,nc
2019-12-25T15:37:26.890Z,35.9215,-117.7115,1.44,1.37,ml,14,84,0.05616,0.17,ci,ci39013111,2019-12-25T15:41:11.191Z,"18km E of Little Lake, CA",earthquake,0.27,0.52,0.191,18,automatic,ci,ci
2019-12-25T15:12:36.130Z,35.8791667,-117.702,6.78,1.3,ml,20,51,0.08038,0.15,ci,ci39013103,2019-12-25T15:16:04.045Z,"20km ESE of Little Lake, CA",earthquake,0.26,0.62,0.189,17,automatic,ci,ci
2019-12-25T15:08:11.640Z,38.8115005,-122.815834,1.54,0.78,md,13,58,0.01075,0.03,nc,nc73319476,2019-12-25T16:56:03.887Z,"6km NW of The Geysers, CA",earthquake,0.28,0.59,0.14,2,automatic,nc,nc
2019-12-25T15:05:49.773Z,65.2505,-163.057,4.7,1.6,ml,,,,0.57,ak,ak019ghyw9s1,2019-12-25T15:10:58.926Z,"139km NE of Nome, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-12-25T15:05:12.090Z,33.486,-116.4636667,9.78,0.6,ml,18,80,0.09083,0.14,ci,ci39013095,2019-12-25T15:08:58.188Z,"21km ESE of Anza, CA",earthquake,0.26,0.74,0.1,10,automatic,ci,ci
2019-12-25T14:58:10.675Z,-22.0859,173.453,10,4.8,mb,,120,5.075,1.32,us,us70006qyv,2019-12-25T15:37:11.040Z,"122km WSW of Ceva-i-Ra, Fiji",earthquake,10,1.9,0.087,41,reviewed,us,us
2019-12-25T14:53:12.480Z,33.5081667,-116.3016667,12.48,0.69,ml,14,140,0.09213,0.16,ci,ci39013087,2019-12-26T21:34:52.616Z,"17km S of La Quinta, CA",earthquake,0.46,1.26,0.084,12,reviewed,ci,ci
2019-12-25T14:50:32.506Z,60.672,-151.8581,84.8,1.9,ml,,,,0.52,ak,ak019ghykg1b,2019-12-25T14:55:15.313Z,"31km W of Nikiski, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-12-25T14:44:00.540Z,19.15,-67.5246,28,2.99,md,5,326,0.7979,0.25,pr,pr2019359006,2019-12-25T16:04:51.308Z,"85km NNW of San Antonio, Puerto Rico",earthquake,2,15.69,0.13,5,reviewed,pr,pr
2019-12-25T14:40:30.530Z,38.8208351,-122.8516693,2.26,0.33,md,10,125,0.007837,0.02,nc,nc73319466,2019-12-25T15:13:03.749Z,"10km WNW of The Geysers, CA",earthquake,0.36,0.78,0.25,2,automatic,nc,nc
2019-12-25T14:39:41.290Z,38.8226662,-122.8486633,1.69,0.57,md,9,72,0.008053,0.01,nc,nc73319461,2019-12-25T15:02:03.677Z,"10km WNW of The Geysers, CA",earthquake,0.32,0.76,,1,automatic,nc,nc
2019-12-25T14:33:48.020Z,36.2639999,-120.2923355,3.98,1.71,md,7,205,0.1584,0.05,nc,nc73319451,2019-12-25T16:29:04.231Z,"15km NNE of Coalinga, CA",earthquake,1.18,3.12,,1,automatic,nc,nc
2019-12-25T14:30:28.610Z,51.5095,-178.4355,14.96,2.67,ml,12,228,,0.2,av,av62116911,2019-12-26T20:10:30.170Z,"46km SSW of Tanaga Volcano, Alaska",earthquake,0.91,15.09,0.261,13,reviewed,av,av
2019-12-25T14:21:33.660Z,35.9186667,-117.704,5.12,0.8,ml,7,84,0.05239,0.07,ci,ci39013079,2019-12-25T14:25:15.230Z,"18km E of Little Lake, CA",earthquake,0.3,1.06,0.114,6,automatic,ci,ci
2019-12-25T14:16:42.950Z,35.9108333,-117.6488333,0.1,1.11,ml,10,157,0.03701,0.15,ci,ci39013071,2019-12-25T14:20:28.200Z,"23km E of Little Lake, CA",earthquake,0.48,31.61,0.192,10,automatic,ci,ci
2019-12-25T14:16:11.380Z,35.9143333,-117.7131667,2.72,1.1,ml,15,76,0.06098,0.16,ci,ci39013063,2019-12-25T14:19:55.020Z,"18km E of Little Lake, CA",earthquake,0.33,0.55,0.155,17,automatic,ci,ci
2019-12-25T14:15:06.941Z,-22.0989,173.3859,10,5,mww,,120,5.015,0.9,us,us70006qyp,2019-12-25T14:57:59.040Z,"129km WSW of Ceva-i-Ra, Fiji",earthquake,11,1.8,0.075,17,reviewed,us,us
2019-12-25T14:10:52.640Z,35.6558333,-117.4706667,6.91,1.37,ml,18,81,0.05889,0.14,ci,ci39013055,2019-12-26T21:35:58.160Z,"14km SSW of Searles Valley, CA",earthquake,0.27,0.57,0.14,18,reviewed,ci,ci
2019-12-25T14:09:58.265Z,61.5142,-150.2393,45.9,1.5,ml,,,,0.77,ak,ak019ghybpp4,2019-12-25T14:20:47.996Z,"15km W of Big Lake, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-12-25T13:59:32.050Z,33.5103333,-116.4853333,13.77,0.65,ml,19,62,0.06056,0.14,ci,ci39013047,2019-12-25T17:37:14.853Z,"18km ESE of Anza, CA",earthquake,0.29,0.53,0.099,5,reviewed,ci,ci
2019-12-25T13:58:21.910Z,44.2124,-113.9898,5,2.8,ml,,47,0.432,1.28,us,us70006qyi,2019-12-25T15:48:04.040Z,"37km SSE of Challis, Idaho",earthquake,2.4,1.9,0.036,100,reviewed,us,us
2019-12-25T13:56:53.720Z,36.0403333,-117.7206667,0.97,2.39,ml,24,65,0.03917,0.19,ci,ci39013039,2019-12-25T14:07:35.220Z,"20km NE of Little Lake, CA",earthquake,0.35,0.49,0.198,25,automatic,ci,ci
2019-12-25T13:54:41.730Z,37.6148333,-118.8526667,1.15,0.58,md,13,124,0.009163,0.09,nc,nc73319431,2019-12-26T20:14:04.071Z,"11km ESE of Mammoth Lakes, CA",earthquake,0.45,0.96,0.102,10,reviewed,nc,nc
2019-12-25T13:51:17.830Z,36.1061667,-117.8643333,3.19,1.57,ml,13,141,0.01373,0.12,ci,ci39013031,2019-12-26T21:35:36.638Z,"10km NE of Coso Junction, CA",earthquake,0.35,0.43,0.25,20,reviewed,ci,ci
2019-12-25T13:45:38.000Z,38.7908325,-122.7603302,1.16,0.4,md,8,80,0.01995,0.01,nc,nc73319421,2019-12-25T14:56:04.648Z,"2km NNW of The Geysers, CA",earthquake,0.44,1.42,0.17,2,automatic,nc,nc
2019-12-25T13:44:47.900Z,37.6218333,-118.8428333,1.44,-0.12,md,5,128,0.00993,0.02,nc,nc73319426,2019-12-26T20:05:12.243Z,"12km E of Mammoth Lakes, CA",earthquake,0.65,1.83,0.321,5,reviewed,nc,nc
2019-12-25T13:36:47.260Z,38.8068352,-122.8188324,3.2,0.32,md,11,107,0.008334,0.02,nc,nc73319411,2019-12-25T14:06:03.229Z,"6km WNW of The Geysers, CA",earthquake,0.39,0.91,0.24,2,automatic,nc,nc
2019-12-25T13:29:04.990Z,18.031,-66.303,19,2.36,md,7,191,0.1718,0.27,pr,pr2019359005,2019-12-25T16:04:34.404Z,"3km ENE of Mariano Colon, Puerto Rico",earthquake,1.12,0.79,0.38,5,reviewed,pr,pr
2019-12-25T13:24:45.519Z,62.7586,-150.5463,84.5,1.6,ml,,,,0.39,ak,ak019ghxtgvs,2019-12-25T13:29:46.376Z,"53km NNW of Talkeetna, Alaska",earthquake,,0.9,,,automatic,ak,ak
2019-12-25T13:23:24.442Z,64.4341,-147.7354,16.2,1.4,ml,,,,0.86,ak,ak019ghxt7hw,2019-12-25T13:33:57.592Z,"39km SSW of North Pole, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-12-25T13:11:46.870Z,33.9891667,-117.5171667,2.84,0.71,ml,17,55,0.04001,0.19,ci,ci39013023,2019-12-25T13:15:19.791Z,"0km S of Mira Loma, CA",earthquake,0.36,0.49,0.131,11,automatic,ci,ci
2019-12-25T13:04:58.320Z,36.1291667,-117.8913333,2.74,1.56,ml,14,137,0.03171,0.15,ci,ci39013015,2019-12-26T21:35:56.640Z,"11km NNE of Coso Junction, CA",earthquake,0.46,0.34,0.196,20,reviewed,ci,ci
2019-12-25T13:00:19.245Z,39.3474,-29.8044,10,4.9,mb,,67,3.709,0.67,us,us70006qyb,2019-12-25T13:18:55.040Z,"113km E of Santa Cruz das Flores, Portugal",earthquake,10.6,1.9,0.037,226,reviewed,us,us
2019-12-25T12:49:23.280Z,35.9056667,-117.6905,6.33,1.03,ml,11,102,0.05326,0.1,ci,ci39013007,2019-12-25T12:53:06.938Z,"20km E of Little Lake, CA",earthquake,0.41,0.96,0.063,9,automatic,ci,ci
2019-12-25T12:47:54.470Z,33.2206667,-116.7305,10.36,0.37,ml,21,67,0.02818,0.15,ci,ci39012999,2019-12-25T12:51:35.505Z,"4km SE of Lake Henshaw, CA",earthquake,0.28,0.45,0.151,5,automatic,ci,ci
2019-12-25T12:47:34.360Z,37.6203333,-118.8431667,1.53,0.08,md,8,129,0.01135,0.03,nc,nc73319406,2019-12-26T20:46:03.040Z,"12km E of Mammoth Lakes, CA",earthquake,0.6,1.31,0.211,8,reviewed,nc,nc
2019-12-25T12:42:27.680Z,37.619,-118.8446667,1.1,-0.01,md,8,126,0.0131,0.02,nc,nc73319401,2019-12-26T20:00:40.712Z,"12km E of Mammoth Lakes, CA",earthquake,0.35,0.88,0.143,7,reviewed,nc,nc
2019-12-25T12:23:13.899Z,-22.0342,173.7386,16.48,5.2,mww,,121,5.334,0.6,us,us70006qy1,2019-12-25T12:41:32.040Z,"92km WSW of Ceva-i-Ra, Fiji",earthquake,10.3,5.2,0.08,15,reviewed,us,us
2019-12-25T12:08:22.770Z,37.6185,-118.845,1.09,0.59,md,8,125,0.01366,0.02,nc,nc73319391,2019-12-26T20:02:02.342Z,"12km E of Mammoth Lakes, CA",earthquake,0.38,0.77,0.541,8,reviewed,nc,nc
2019-12-25T12:04:57.560Z,46.4631666666667,-119.616833333333,16.89,0.35,ml,12,106,,0.06,uw,uw61565137,2019-12-26T00:32:40.420Z,"24km NNW of Benton City, Washington",earthquake,0.37,0.54,0.234707901810825,5,reviewed,uw,uw
2019-12-25T12:04:12.400Z,35.9131667,-117.7153333,6.03,0.92,ml,11,79,0.06309,0.13,ci,ci39012983,2019-12-25T12:07:51.313Z,"17km E of Little Lake, CA",earthquake,0.42,1.32,0.112,9,automatic,ci,ci
2019-12-25T11:44:55.620Z,35.8588333,-117.6656667,5.94,0.7,ml,8,120,0.07011,0.14,ci,ci39012975,2019-12-25T11:48:29.771Z,"23km ESE of Little Lake, CA",earthquake,0.53,1.54,0.097,6,automatic,ci,ci
2019-12-25T11:36:46.210Z,38.8088341,-122.7608337,0.88,1.06,md,13,72,0.01835,0.03,nc,nc73319371,2019-12-25T12:06:02.521Z,"4km N of The Geysers, CA",earthquake,0.24,0.6,0.06,3,automatic,nc,nc
2019-12-25T11:28:42.600Z,33.598,-116.8075,3.8,0.48,ml,21,81,0.03648,0.14,ci,ci39012967,2019-12-25T17:38:32.109Z,"13km WNW of Anza, CA",earthquake,0.28,0.73,0.11,14,reviewed,ci,ci
2019-12-25T11:28:19.610Z,37.6191667,-118.8416667,1.82,0.08,md,8,139,0.01187,0.01,nc,nc73319366,2019-12-26T20:35:03.971Z,"12km E of Mammoth Lakes, CA",earthquake,0.43,1.07,0.291,8,reviewed,nc,nc
2019-12-25T11:27:09.280Z,19.1923332,-155.4433289,36.96,2.19,md,56,134,0.0408,0.11,hv,hv71292291,2019-12-25T11:30:30.180Z,"4km ESE of Pahala, Hawaii",earthquake,0.57,0.75,0.14,29,automatic,hv,hv
2019-12-25T11:26:15.040Z,33.591,-116.8091667,4.45,0.15,ml,16,77,0.03771,0.15,ci,ci39012959,2019-12-25T17:38:35.931Z,"13km WNW of Anza, CA",earthquake,0.32,0.52,0.265,3,reviewed,ci,ci
2019-12-25T11:24:33.350Z,35.90733333,-98.52316667,7.53,3.38,ml,52,42,0,0.16,ok,ok2019zeyr,2019-12-26T11:26:00.067Z,"12km WNW of Watonga, Oklahoma",earthquake,,0.4,0.2,16,reviewed,ok,ok
2019-12-25T11:23:01.710Z,33.1096667,-116.4315,8.06,0.93,ml,31,123,0.1386,0.24,ci,ci39012951,2019-12-25T11:26:50.684Z,"16km ENE of Julian, CA",earthquake,0.51,2.09,0.124,18,automatic,ci,ci
2019-12-25T11:14:33.375Z,61.5105,-149.882,39.9,1.5,ml,,,,0.69,ak,ak019ghwkfjd,2019-12-25T11:22:20.764Z,"4km ESE of Big Lake, Alaska",earthquake,,0.9,,,automatic,ak,ak
2019-12-25T11:01:26.790Z,34.6903333,-119.2855,0.55,1.18,ml,10,105,0.09637,0.23,ci,ci39012943,2019-12-25T17:39:36.317Z,"21km SW of Pine Mountain Club, CA",earthquake,0.36,0.73,0.203,12,reviewed,ci,ci
2019-12-25T10:50:49.125Z,-21.9881,173.453,44.69,4.5,mb,,126,5.596,0.71,us,us70006qxh,2019-12-25T11:44:58.040Z,"119km WSW of Ceva-i-Ra, Fiji",earthquake,6.8,8.4,0.113,23,reviewed,us,us
2019-12-25T10:49:59.287Z,36.5906,-116.3926,8,0.1,ml,15,116.3,0.07,0.1682,nn,nn00714085,2019-12-27T00:19:22.229Z,"48km SE of Beatty, Nevada",earthquake,,1.8,0.46,5,reviewed,nn,nn
2019-12-25T10:41:22.760Z,35.8086667,-117.6358333,4.49,0.69,ml,8,81,0.03194,0.21,ci,ci39012935,2019-12-25T10:44:51.407Z,"21km N of Ridgecrest, CA",earthquake,0.49,0.85,0.119,6,automatic,ci,ci
2019-12-25T10:39:58.078Z,3.5802,-74.0708,10,4.4,mb,,131,1.28,0.83,us,us70006qx0,2019-12-25T11:02:22.040Z,"8km NW of Lejanias, Colombia",earthquake,8.4,2,0.081,44,reviewed,us,us
2019-12-25T10:26:08.960Z,35.6296654,-117.5636673,10.65,1.36,ml,13,281,0.0823,0.1,ci,ci39012927,2019-12-25T10:29:49.321Z,"10km E of Ridgecrest, CA",earthquake,1.38,0.6,0.161,6,automatic,ci,ci
2019-12-25T10:25:55.423Z,3.6426,-73.9539,10,4.5,mb,,75,1.249,1.13,us,us70006qwx,2019-12-25T10:49:45.040Z,"15km NNE of Lejanias, Colombia",earthquake,8.5,2,0.08,46,reviewed,us,us
2019-12-25T10:25:53.899Z,60.8947,-152.4657,3.9,2.2,ml,,,,0.59,ak,ak019ghw1edr,2019-12-25T10:39:52.159Z,"48km NNE of Redoubt Volcano, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-12-25T10:11:43.999Z,-21.9579,173.5649,24.08,5.2,mww,,120,5.167,0.79,us,us70006qwn,2019-12-25T10:29:52.040Z,"107km WSW of Ceva-i-Ra, Fiji",earthquake,9.7,5.4,0.078,16,reviewed,us,us
2019-12-25T09:58:33.198Z,62.6983,-151.798,0,2,ml,,,,0.99,ak,ak019ghvmztl,2019-12-25T10:09:52.836Z,"96km WNW of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-12-25T09:55:48.160Z,35.8381667,-117.6326667,10.53,0.82,ml,6,135,0.03629,0.17,ci,ci39012919,2019-12-25T09:59:36.085Z,"22km WNW of Searles Valley, CA",earthquake,0.67,1.04,0.118,5,automatic,ci,ci
2019-12-25T09:34:28.990Z,38.8875008,-123.6273346,7.83,2.58,md,24,212,0.09304,0.1,nc,nc73319346,2019-12-25T16:50:40.600Z,"6km ESE of Point Arena, CA",earthquake,0.67,0.63,0.18,18,automatic,nc,nc
2019-12-25T09:34:09.837Z,62.2192,-148.4974,7.4,1.1,ml,,,,0.61,ak,ak019ghvhoi6,2019-12-25T21:33:04.891Z,"50km NNE of Sutton-Alpine, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-12-25T09:32:45.970Z,35.9833333,-117.4111667,1.17,2.85,ml,28,71,0.1388,0.14,ci,ci39012911,2019-12-25T09:43:36.070Z,"24km N of Searles Valley, CA",earthquake,0.24,0.78,0.159,25,automatic,ci,ci
2019-12-25T09:30:52.937Z,63.0198,-150.5469,85.7,1.6,ml,,,,0.22,ak,ak019ghvh1an,2019-12-25T09:36:51.468Z,"80km NNW of Talkeetna, Alaska",earthquake,,1.3,,,automatic,ak,ak
2019-12-25T09:29:09.280Z,36.1036667,-117.855,4.55,1.38,ml,11,133,0.01388,0.09,ci,ci39012903,2019-12-25T09:32:54.150Z,"11km NE of Coso Junction, CA",earthquake,0.33,0.3,0.287,17,automatic,ci,ci
2019-12-25T09:28:21.920Z,35.9453333,-117.719,3.79,0.65,ml,8,112,0.05574,0.03,ci,ci39012895,2019-12-25T09:32:09.305Z,"17km E of Little Lake, CA",earthquake,0.17,0.72,0.072,5,automatic,ci,ci
2019-12-25T09:27:45.870Z,62.7069,-150.3347,62,2,ml,,,,0.57,ak,ak019ghvgdkg,2019-12-25T09:32:29.770Z,"44km NNW of Talkeetna, Alaska",earthquake,,1,,,automatic,ak,ak
2019-12-25T09:24:38.990Z,38.8246651,-122.8089981,1.66,0.56,md,9,77,0.001521,0.02,nc,nc73319331,2019-12-25T10:25:02.913Z,"7km NW of The Geysers, CA",earthquake,0.37,0.75,,1,automatic,nc,nc
2019-12-25T09:22:29.570Z,37.6458333,-118.8488333,2.67,0.35,md,11,113,0.01295,0.03,nc,nc73319336,2019-12-26T19:54:02.002Z,"12km E of Mammoth Lakes, CA",earthquake,0.39,0.92,0.284,10,reviewed,nc,nc
2019-12-25T09:18:31.503Z,63.0226,-149.6297,74.9,1.5,ml,,,,0.65,ak,ak019ghvef26,2019-12-25T09:22:37.102Z,"53km SW of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-12-25T09:15:43.380Z,33.6713333,-116.7661667,13.53,0.92,ml,35,44,0.05881,0.19,ci,ci39012879,2019-12-25T17:40:11.319Z,"9km SSW of Idyllwild, CA",earthquake,0.28,0.52,0.204,29,reviewed,ci,ci
2019-12-25T09:12:44.260Z,19.1981,-67.7315,17,2.56,md,4,330,1.2092,0.2,pr,pr2019359004,2019-12-25T12:12:29.350Z,"98km NE of Punta Cana, Dominican Republic",earthquake,8.21,16.35,0.3,4,reviewed,pr,pr
2019-12-25T08:59:17.330Z,38.7809982,-122.7143326,2.08,0.91,md,11,83,0.01132,0.02,nc,nc73319321,2019-12-25T09:34:02.565Z,"2km WNW of Anderson Springs, CA",earthquake,0.36,0.47,0.29,4,automatic,nc,nc
2019-12-25T08:58:03.078Z,31.4894,140.0333,118.92,5,mb,,92,1.631,1.21,us,us70006qvr,2019-12-25T09:52:35.733Z,"178km S of Hachijo-jima, Japan",earthquake,3.9,6.7,0.028,405,reviewed,us,us
2019-12-25T08:55:15.712Z,66.2106,-156.9705,0.9,1.4,ml,,,,1.01,ak,ak019ghv0vpn,2019-12-25T09:07:42.945Z,"77km S of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-12-25T08:55:07.574Z,62.0393,-148.6269,26.2,2,ml,,,,0.81,ak,ak019ghv0v3p,2019-12-25T09:02:31.373Z,"29km NNE of Sutton-Alpine, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-12-25T08:51:01.450Z,35.683,-117.5363333,8.46,1.17,ml,14,133,0.06643,0.18,ci,ci39012871,2019-12-25T08:54:40.695Z,"14km ENE of Ridgecrest, CA",earthquake,0.47,1.05,0.249,14,automatic,ci,ci
2019-12-25T08:47:57.760Z,33.678,-116.7438333,17.97,0.75,ml,20,100,0.0413,0.21,ci,ci39012863,2019-12-25T17:40:28.483Z,"7km SSW of Idyllwild, CA",earthquake,0.7,0.81,0.176,17,reviewed,ci,ci
